user_id,age,gender,location,interests,ad_id,ad_category,ad_platform,ad_type,impressions,clicks,conversion,time_spent_on_ad,day_of_week,device_type,engagement_score
219,18-24,Male,Texas,Technology,23,Travel,Twitter,Video,2537,121,6,6.816392694322328,Tuesday,Mobile,1.1314809739799458
220,18-24,Male,California,Fashion,45,Travel,Facebook,Video,6568,420,2,49.92953981341981,Friday,Tablet,4.2433794312685365
221,25-34,Female,New York,Sports,16,Travel,Google,Image,9180,444,44,42.693856486984295,Saturday,Desktop,6.4435548642632305
222,18-24,Female,Illinois,Fashion,50,Fashion,Google,Video,6051,215,46,37.415909546796144,Thursday,Mobile,4.487061663302848
223,35-44,Male,Florida,Fashion,42,Food,Facebook,Image,5376,194,19,10.202870958237057,Thursday,Tablet,8.771319054215319
224,45-54,Male,Illinois,Food,8,Travel,Facebook,Video,8959,391,18,29.231270859101752,Friday,Mobile,3.779220478146538
225,18-24,Female,Florida,Travel,50,Travel,Twitter,Image,7918,388,34,47.05280558634561,Sunday,Mobile,3.641813132127944
226,18-24,Male,Illinois,Sports,21,Fashion,Twitter,Text,4828,56,3,18.913812350486577,Saturday,Desktop,3.3939792378339217
227,25-34,Female,Illinois,Fashion,1,Fashion,Facebook,Video,2724,383,4,19.389699882387447,Tuesday,Mobile,3.9950278206471594
228,25-34,Male,Illinois,Sports,8,Travel,Facebook,Image,5838,237,0,1.185313456839205,Tuesday,Desktop,6.016644678827685
229,35-44,Male,Florida,Technology,29,Electronics,Facebook,Text,4332,48,3,11.280360697077393,Sunday,Mobile,7.363137648453317
230,45-54,Female,Florida,Food,32,Travel,Facebook,Video,5893,25,11,52.64893188218822,Tuesday,Tablet,6.963111259649066
231,25-34,Male,Illinois,Technology,38,Travel,Instagram,Video,4623,31,26,27.063043006624717,Monday,Mobile,8.269460379833315
232,18-24,Female,California,Sports,5,Fashion,Facebook,Video,5671,222,41,59.069835454831605,Friday,Tablet,8.973225959476824
233,45-54,Male,Texas,Sports,47,Fashion,Twitter,Image,9110,319,22,24.34676985085376,Tuesday,Tablet,8.34471138109016
234,45-54,Male,Texas,Travel,22,Travel,Google,Image,9398,158,24,43.19600083203423,Thursday,Mobile,1.1705086303691912
235,18-24,Male,Texas,Fashion,47,Travel,Instagram,Text,2324,465,20,17.63322353137902,Saturday,Tablet,7.623261581967899
236,25-34,Female,Florida,Fashion,34,Travel,Facebook,Image,8489,250,23,22.464768827315076,Wednesday,Mobile,2.8755961625649844
237,18-24,Male,Florida,Technology,1,Fashion,Google,Image,6191,281,24,12.252833267862785,Sunday,Mobile,2.1963523843718438
238,45-54,Male,California,Food,26,Travel,Instagram,Video,8762,68,44,21.476679741464302,Wednesday,Tablet,6.74639906319222
239,55+,Male,Texas,Fashion,43,Travel,Google,Video,6461,296,45,33.287013704817944,Tuesday,Tablet,3.877688758669254
240,55+,Male,Texas,Travel,10,Sports,Facebook,Video,2048,435,31,59.51459997777572,Wednesday,Desktop,1.5140544703339893
241,35-44,Female,Illinois,Technology,30,Electronics,Facebook,Video,7194,211,31,40.18790107123535,Wednesday,Tablet,2.238667609585252
242,18-24,Female,Florida,Technology,50,Food,Twitter,Video,6418,41,4,12.75551131009053,Monday,Desktop,1.0083647518296495
243,18-24,Male,Texas,Travel,18,Electronics,Facebook,Video,3896,452,35,3.652725053901517,Thursday,Tablet,9.129012646102366
244,35-44,Female,California,Food,17,Sports,Facebook,Video,334,171,45,8.455032397556126,Sunday,Mobile,1.2215618545711473
245,35-44,Male,California,Travel,26,Food,Instagram,Text,9220,264,41,34.19075687510979,Thursday,Tablet,2.8851019255855994
246,35-44,Male,Texas,Food,8,Travel,Twitter,Text,3707,263,48,46.14445940018921,Monday,Mobile,4.746365026191166
247,45-54,Male,Florida,Travel,47,Sports,Instagram,Text,8143,18,41,56.48473323074407,Monday,Mobile,4.209141933557372
248,18-24,Female,California,Travel,40,Travel,Google,Text,622,474,38,1.933567147812428,Wednesday,Mobile,9.20553289221498
249,45-54,Female,Illinois,Sports,49,Fashion,Facebook,Video,6004,148,15,31.842848352150316,Friday,Desktop,1.362600511610879
250,35-44,Female,California,Technology,12,Sports,Google,Text,4988,489,32,28.78117401716743,Saturday,Tablet,5.609932369093464
251,18-24,Female,New York,Travel,27,Fashion,Instagram,Video,9921,19,48,39.70724629656654,Saturday,Mobile,7.124315162719366
252,45-54,Female,New York,Travel,8,Sports,Facebook,Text,5932,223,20,34.015152413455176,Wednesday,Mobile,9.38528176313052
253,45-54,Female,Florida,Fashion,25,Sports,Facebook,Image,7222,282,8,41.535309884366356,Saturday,Desktop,6.58334126911349
254,35-44,Female,Texas,Technology,46,Fashion,Instagram,Text,5942,333,5,39.82687250020223,Monday,Tablet,8.233797124105864
255,18-24,Female,Florida,Fashion,4,Food,Instagram,Text,1416,57,44,7.9036917666188256,Thursday,Tablet,1.7535244406081356
256,35-44,Female,Florida,Technology,33,Electronics,Instagram,Video,1224,445,34,48.18335690350445,Saturday,Desktop,4.473455598432347
257,18-24,Male,Florida,Fashion,1,Travel,Instagram,Text,5721,120,38,8.270721967263166,Sunday,Desktop,4.365524210311607
258,55+,Female,Florida,Travel,19,Sports,Instagram,Image,5523,162,21,42.21330688733909,Wednesday,Tablet,8.97659394810146
259,25-34,Female,Illinois,Travel,31,Travel,Facebook,Video,2687,132,40,25.552576690795796,Friday,Desktop,2.3623405413694742
260,25-34,Female,Illinois,Sports,16,Fashion,Instagram,Video,9315,414,4,31.317193340019276,Wednesday,Tablet,2.3669755510296726
261,25-34,Female,California,Fashion,14,Travel,Facebook,Text,5772,366,41,54.294582848166925,Tuesday,Tablet,3.957023348972186
262,35-44,Female,New York,Food,48,Fashion,Facebook,Video,1478,111,22,53.50313986193571,Wednesday,Mobile,1.4901944263015383
263,55+,Female,Florida,Sports,5,Travel,Instagram,Video,3474,250,16,49.253522033646746,Monday,Mobile,2.6421223658724102
264,18-24,Female,California,Fashion,41,Electronics,Instagram,Video,1619,330,11,31.098754446923074,Thursday,Tablet,9.686886746911616
265,45-54,Female,New York,Fashion,26,Electronics,Twitter,Video,5877,200,22,44.438148797896154,Thursday,Tablet,4.853655458804555
266,18-24,Female,Texas,Sports,28,Electronics,Facebook,Video,8035,226,15,31.26092627560975,Sunday,Tablet,6.688172875801928
267,45-54,Female,Illinois,Travel,2,Electronics,Instagram,Video,6193,60,2,52.30675886601187,Saturday,Tablet,7.535001334101732
268,18-24,Female,New York,Fashion,50,Electronics,Instagram,Image,8518,301,29,24.763774160741093,Monday,Tablet,4.302652663064804
269,55+,Male,Texas,Travel,6,Electronics,Instagram,Text,5455,90,21,58.24388532047773,Tuesday,Tablet,2.3250436696946526
270,45-54,Male,New York,Sports,9,Fashion,Twitter,Image,5068,498,8,56.007042735503774,Monday,Desktop,2.8592291459960273
271,35-44,Female,Illinois,Travel,33,Sports,Twitter,Video,9183,392,28,44.754554547655346,Wednesday,Tablet,3.819398289225493
272,18-24,Female,Illinois,Technology,41,Travel,Google,Video,5674,97,46,17.485537166388248,Monday,Desktop,6.724615783170031
273,18-24,Male,California,Food,25,Electronics,Facebook,Text,4172,203,36,8.767561738802245,Monday,Desktop,4.58452494180149
274,45-54,Female,Florida,Fashion,48,Fashion,Google,Image,2357,113,22,51.42750355549865,Sunday,Tablet,1.0613322811011532
275,35-44,Male,New York,Food,13,Fashion,Instagram,Text,8688,280,12,10.752834882139716,Tuesday,Tablet,5.710664665607247
276,35-44,Male,New York,Travel,9,Fashion,Twitter,Image,4524,105,31,51.40138655084281,Wednesday,Desktop,9.29362052716676
277,55+,Male,Texas,Fashion,13,Sports,Twitter,Video,3337,432,45,29.955135396029267,Friday,Desktop,8.308698499078112
278,35-44,Male,Illinois,Travel,31,Travel,Google,Text,3993,388,46,24.98685024467815,Sunday,Tablet,8.42690234133668
279,35-44,Male,New York,Technology,41,Sports,Twitter,Text,2105,207,47,54.28825595123132,Friday,Tablet,8.155522158455181
280,35-44,Female,Illinois,Sports,11,Food,Instagram,Video,2116,10,22,36.627207969876395,Sunday,Desktop,3.913577430493813
281,25-34,Male,New York,Fashion,4,Fashion,Twitter,Text,9488,416,44,35.02022642065335,Thursday,Desktop,7.886744503789528
282,55+,Female,California,Technology,34,Food,Google,Image,1872,387,16,33.96719073283946,Sunday,Desktop,2.288452220300737
283,18-24,Female,Florida,Technology,38,Electronics,Instagram,Image,8453,176,39,22.899001445152354,Saturday,Mobile,6.919445325483582
284,45-54,Male,New York,Fashion,46,Electronics,Google,Image,4076,135,20,47.35294310821851,Monday,Desktop,6.77411710016495
285,18-24,Male,Illinois,Travel,4,Sports,Twitter,Image,1851,322,1,15.915108196930607,Thursday,Mobile,1.2301281918076121
286,55+,Female,California,Technology,38,Travel,Google,Video,9067,90,36,56.39480264243523,Tuesday,Tablet,8.091731202318385
287,45-54,Male,New York,Food,19,Food,Google,Text,7530,427,5,53.745127097770684,Friday,Tablet,9.129232945856176
288,55+,Male,Texas,Technology,6,Travel,Facebook,Image,7270,260,43,20.91133921481899,Sunday,Desktop,3.406737506248969
289,35-44,Female,Florida,Travel,34,Sports,Twitter,Video,6569,178,17,44.03836242006816,Monday,Tablet,8.311516517675358
290,45-54,Female,New York,Travel,18,Electronics,Twitter,Text,9231,486,29,34.8201684725259,Tuesday,Tablet,1.741653746757534
291,35-44,Male,California,Food,13,Travel,Google,Text,3320,82,21,20.92130881795484,Saturday,Tablet,6.399710724349594
292,18-24,Female,Texas,Technology,41,Travel,Facebook,Video,639,150,32,59.32277723173136,Tuesday,Tablet,5.370821788008494
293,18-24,Male,California,Travel,23,Electronics,Twitter,Video,1561,79,29,2.4890034050475878,Monday,Mobile,5.913311799781
294,45-54,Male,California,Fashion,19,Food,Instagram,Image,5284,271,16,15.906115806655913,Saturday,Mobile,9.335846816959105
295,45-54,Male,Texas,Sports,45,Electronics,Google,Text,8647,349,42,31.684369605557873,Tuesday,Desktop,8.841837225221681
296,55+,Female,California,Sports,11,Travel,Twitter,Text,334,317,31,31.795227205235268,Saturday,Desktop,8.065752915157812
297,55+,Female,Texas,Sports,1,Food,Instagram,Video,1648,254,41,35.747051421788285,Sunday,Desktop,3.463286119105339
298,35-44,Female,New York,Technology,24,Food,Twitter,Text,7580,12,13,45.34889414935223,Sunday,Tablet,9.206367658174825
299,45-54,Female,Texas,Food,7,Electronics,Instagram,Image,4313,346,9,37.78519200063849,Monday,Tablet,1.8775692321748774
300,18-24,Female,Texas,Travel,25,Travel,Google,Text,1773,72,46,36.416606171154186,Monday,Mobile,8.67996294902909
301,55+,Male,Florida,Fashion,21,Sports,Twitter,Video,6808,58,35,4.157353311869555,Saturday,Mobile,3.9534406511824702
302,55+,Male,Texas,Fashion,15,Travel,Twitter,Video,8082,85,33,23.2152869795686,Wednesday,Desktop,1.4839508049578503
303,18-24,Male,Texas,Technology,1,Fashion,Facebook,Image,2200,377,8,14.691288642368205,Thursday,Mobile,7.0242128581667345
304,55+,Male,New York,Sports,12,Sports,Google,Image,3848,184,41,16.65683658451655,Tuesday,Mobile,3.081519354843599
305,35-44,Female,Florida,Technology,7,Food,Instagram,Text,3273,118,27,33.70591098608035,Tuesday,Mobile,3.192140132781687
306,45-54,Male,Illinois,Food,15,Sports,Twitter,Text,1915,192,10,12.770813580846898,Wednesday,Mobile,3.7544244960589435
307,18-24,Female,New York,Food,21,Food,Twitter,Video,3941,201,13,18.342996959996952,Wednesday,Mobile,1.5731629075226505
308,45-54,Male,New York,Travel,19,Food,Instagram,Image,8116,74,38,14.987997802523065,Wednesday,Desktop,2.594144297784286
309,55+,Female,Illinois,Travel,29,Sports,Google,Image,7111,346,46,56.96167364987349,Friday,Desktop,1.0462566482700426
310,55+,Female,Texas,Food,25,Food,Facebook,Image,4593,460,18,56.73527819809461,Friday,Mobile,5.008685689952081
311,18-24,Male,California,Food,33,Food,Facebook,Text,774,483,14,36.98655195716705,Saturday,Desktop,1.7582983967617416
312,35-44,Male,Florida,Food,49,Fashion,Twitter,Image,8188,280,27,55.5468256551821,Friday,Tablet,7.143873445397791
313,25-34,Male,California,Technology,32,Travel,Instagram,Video,8678,109,23,47.36294608263402,Sunday,Mobile,3.1206056607248356
314,18-24,Male,Illinois,Food,49,Travel,Twitter,Video,2258,41,7,35.806925085306716,Sunday,Tablet,9.492167296316595
315,25-34,Female,New York,Fashion,35,Fashion,Instagram,Text,2761,361,42,1.379677478310947,Monday,Desktop,8.841264646587874
316,25-34,Male,New York,Sports,44,Sports,Facebook,Text,2164,137,8,46.57846087868484,Saturday,Desktop,3.6049680547138743
317,35-44,Male,Florida,Food,38,Electronics,Google,Image,3353,461,46,42.44681215371966,Tuesday,Tablet,8.048939091910109
318,25-34,Female,New York,Sports,26,Electronics,Instagram,Text,5079,411,32,37.299965543662424,Thursday,Desktop,8.229204141983256
319,25-34,Male,New York,Technology,11,Electronics,Facebook,Video,7803,378,32,45.86503438926583,Monday,Mobile,9.879068027029694
320,35-44,Male,Florida,Sports,35,Fashion,Twitter,Image,9031,348,18,31.262407721711178,Tuesday,Tablet,6.380559881611164
321,25-34,Male,Florida,Technology,8,Fashion,Instagram,Video,1501,52,2,42.540913007959006,Tuesday,Mobile,1.7376916117929597
322,25-34,Male,Illinois,Fashion,46,Food,Google,Image,3359,381,9,56.17515311686311,Saturday,Tablet,6.821535060337428
323,25-34,Male,New York,Technology,14,Electronics,Twitter,Text,4023,428,39,23.17249593491909,Wednesday,Desktop,6.624817735384317
324,18-24,Female,New York,Technology,10,Sports,Twitter,Image,4314,497,46,42.7791882591369,Wednesday,Tablet,6.745155196783886
325,18-24,Male,Illinois,Travel,2,Sports,Facebook,Image,3327,87,41,29.065581262646564,Monday,Tablet,3.7643108329379036
326,18-24,Male,Texas,Food,46,Electronics,Instagram,Video,2845,323,0,40.789579457024914,Wednesday,Mobile,8.737116265722996
327,35-44,Male,Texas,Food,9,Electronics,Twitter,Video,6191,298,28,46.010706797707485,Tuesday,Desktop,9.635249646598707
328,55+,Male,Texas,Fashion,3,Electronics,Google,Image,3966,279,49,3.6816975257119617,Wednesday,Mobile,2.959412616803364
329,25-34,Male,Illinois,Fashion,21,Fashion,Instagram,Text,5918,171,33,39.14942619297105,Friday,Desktop,1.7933694232298
330,25-34,Female,New York,Food,26,Fashion,Google,Text,2322,198,12,14.37772988000973,Wednesday,Mobile,2.7508152985163568
331,35-44,Male,Illinois,Travel,8,Fashion,Twitter,Video,2892,256,0,40.53191973064644,Tuesday,Tablet,8.38496925330147
332,25-34,Female,Illinois,Food,48,Travel,Google,Text,9989,397,33,28.631480970094994,Saturday,Mobile,7.089801713378628
333,18-24,Female,Texas,Travel,2,Sports,Facebook,Video,4163,225,28,46.639611770028345,Monday,Desktop,6.7244260810521395
334,55+,Male,California,Fashion,6,Sports,Google,Text,1624,324,47,8.28064809713019,Thursday,Desktop,4.6161382159848205
335,45-54,Male,New York,Sports,28,Food,Instagram,Image,8324,422,46,37.95301874771551,Wednesday,Tablet,6.200451743602922
336,25-34,Male,Texas,Fashion,29,Fashion,Google,Video,6298,348,12,17.429773006725586,Sunday,Desktop,3.7708671274693066
337,18-24,Male,California,Fashion,26,Travel,Google,Video,4125,399,47,51.3259377245049,Sunday,Mobile,5.294800714761651
338,45-54,Female,California,Technology,25,Travel,Facebook,Image,2666,386,48,55.77462683254214,Tuesday,Tablet,8.137567255335902
339,55+,Male,Florida,Technology,12,Sports,Google,Video,2903,490,28,59.78749932706427,Thursday,Desktop,9.83117437709916
340,45-54,Male,New York,Technology,5,Fashion,Google,Text,3809,442,38,47.96443674320972,Thursday,Desktop,9.392400312308217
341,18-24,Male,California,Technology,34,Food,Twitter,Text,6255,177,23,45.47031015525227,Friday,Mobile,9.404793485616239
342,45-54,Male,Texas,Travel,48,Fashion,Twitter,Video,819,348,25,13.714544773185512,Thursday,Mobile,4.620013613624011
343,35-44,Male,Florida,Food,37,Electronics,Instagram,Text,6616,202,16,20.824416480416417,Sunday,Tablet,5.219108924561119
344,45-54,Male,New York,Sports,15,Fashion,Twitter,Video,4679,462,6,28.47526996397449,Saturday,Desktop,7.3507185673208335
345,25-34,Female,Illinois,Fashion,44,Electronics,Twitter,Image,1072,292,12,46.62948181915273,Tuesday,Mobile,9.299727352461558
346,25-34,Female,Texas,Travel,36,Electronics,Twitter,Video,3818,345,4,54.98298603960015,Tuesday,Tablet,2.277948334168762
347,35-44,Male,California,Sports,15,Food,Twitter,Image,7495,399,25,12.159206901356093,Wednesday,Desktop,3.738176774444762
348,18-24,Male,California,Travel,43,Sports,Facebook,Text,4502,497,48,55.41968159553607,Wednesday,Desktop,2.2532216013469855
349,25-34,Male,Texas,Travel,48,Fashion,Twitter,Image,4652,22,2,42.04185448888942,Wednesday,Tablet,6.508076769635098
350,55+,Female,California,Fashion,23,Electronics,Facebook,Text,2307,249,6,37.03547311041728,Sunday,Tablet,3.756708971987838
351,25-34,Male,Florida,Food,6,Fashion,Facebook,Video,4526,329,48,12.790635005634432,Sunday,Mobile,3.934970672613161
352,25-34,Female,New York,Technology,46,Sports,Twitter,Text,7019,455,38,4.275976935739883,Sunday,Desktop,1.638243635391813
353,18-24,Male,Florida,Food,50,Sports,Google,Video,8935,492,0,34.53942901196845,Sunday,Desktop,4.148164556268327
354,45-54,Male,California,Fashion,44,Travel,Facebook,Video,8486,156,48,39.43942531640465,Sunday,Desktop,8.762468566614269
355,25-34,Male,Illinois,Fashion,43,Sports,Google,Image,8780,213,16,13.436105511926606,Sunday,Tablet,3.0976553070175146
356,35-44,Male,New York,Fashion,45,Food,Google,Image,2304,89,42,33.83091614370193,Saturday,Mobile,7.256687195890591
357,45-54,Female,New York,Sports,21,Electronics,Twitter,Image,5445,388,24,51.53311076299184,Sunday,Desktop,6.666655104447334
358,55+,Female,Texas,Food,23,Travel,Instagram,Image,3376,52,2,50.26889078184618,Thursday,Tablet,8.771361475322038
359,18-24,Male,Texas,Food,43,Food,Twitter,Text,1202,467,14,55.71395565459154,Thursday,Desktop,2.1905915288593443
360,55+,Male,Illinois,Travel,16,Fashion,Instagram,Text,5343,98,28,22.587262763855946,Friday,Mobile,9.798309643105389
361,45-54,Female,New York,Travel,47,Electronics,Instagram,Text,6714,157,42,19.764924780504202,Saturday,Desktop,6.24365781436329
362,45-54,Female,Illinois,Travel,15,Sports,Twitter,Video,9533,104,31,45.21613435286771,Wednesday,Mobile,9.95926737112133
363,45-54,Female,Texas,Fashion,25,Electronics,Twitter,Text,8807,461,25,26.435631900723294,Monday,Mobile,9.203632532792657
364,55+,Female,Texas,Food,36,Fashion,Instagram,Text,5323,437,15,6.165371177639056,Sunday,Desktop,2.993655449017952
365,45-54,Male,New York,Fashion,11,Travel,Twitter,Text,8684,160,24,17.685266709559485,Friday,Desktop,1.505458089129818
366,55+,Female,Florida,Sports,15,Travel,Instagram,Image,730,11,27,25.69635484635786,Monday,Mobile,3.300751844158254
367,45-54,Male,California,Travel,4,Travel,Google,Text,9271,385,8,18.258469103098868,Thursday,Tablet,5.748072840994779
368,35-44,Female,Texas,Fashion,21,Sports,Twitter,Video,6783,31,0,20.600128685891974,Friday,Mobile,2.54436730358671
369,45-54,Female,Texas,Fashion,13,Food,Google,Image,377,380,28,18.332778464289056,Friday,Desktop,2.5071377006618967
370,55+,Female,Florida,Sports,22,Food,Facebook,Video,332,322,21,3.4484508638016873,Tuesday,Desktop,5.163341923946378
371,25-34,Female,Florida,Technology,19,Electronics,Google,Text,9844,494,15,38.58858734864211,Thursday,Tablet,1.2994117405242258
372,45-54,Female,Illinois,Food,34,Sports,Google,Image,5790,337,40,36.24025280085469,Thursday,Mobile,2.0969927427904342
373,25-34,Male,Illinois,Technology,14,Travel,Instagram,Video,7759,16,43,39.549626410242155,Saturday,Mobile,4.742752054671528
374,35-44,Male,California,Travel,4,Travel,Google,Text,125,215,40,12.34628386598402,Friday,Mobile,1.5681691828716982
375,18-24,Female,California,Fashion,48,Fashion,Twitter,Video,7568,449,6,18.44361795513663,Sunday,Desktop,4.5707955080997635
376,35-44,Female,New York,Sports,46,Fashion,Instagram,Video,6510,384,13,37.557339689750414,Thursday,Mobile,5.266056393536005
377,45-54,Male,Illinois,Sports,27,Travel,Facebook,Video,8752,460,28,36.37802653913536,Friday,Tablet,5.06139952665803
378,25-34,Female,Texas,Food,29,Travel,Twitter,Text,3864,123,18,30.8734882519018,Saturday,Desktop,8.822573716627787
379,25-34,Female,Illinois,Technology,47,Sports,Facebook,Text,6699,281,18,21.674381750601647,Sunday,Desktop,5.770562095465592
380,55+,Male,Texas,Food,28,Food,Google,Video,5202,92,1,54.862929281706705,Saturday,Mobile,5.21182416230239
381,25-34,Female,Florida,Fashion,35,Fashion,Twitter,Image,7106,188,40,21.046444295631783,Tuesday,Tablet,4.6963832085249955
382,55+,Female,Illinois,Food,8,Food,Twitter,Image,3583,219,44,27.881530229797843,Sunday,Desktop,8.358610404740375
383,18-24,Male,Florida,Sports,16,Sports,Facebook,Text,2094,473,14,41.008716026298316,Friday,Desktop,9.055509435998498
384,45-54,Male,California,Sports,42,Travel,Twitter,Text,8782,337,2,33.03826442113908,Thursday,Mobile,8.679182222774058
385,55+,Male,California,Travel,36,Food,Twitter,Text,1172,133,10,21.466272605498748,Thursday,Mobile,7.0619192031825175
386,18-24,Female,New York,Travel,30,Travel,Twitter,Text,6807,490,45,26.70304263693408,Friday,Tablet,2.236255713718068
387,25-34,Male,Illinois,Fashion,18,Travel,Google,Text,315,122,29,47.87436825335686,Friday,Mobile,3.4918297254281105
388,25-34,Male,Florida,Technology,2,Electronics,Facebook,Image,7705,21,39,17.409620173710135,Friday,Tablet,1.414567573137797
389,18-24,Male,Texas,Food,49,Food,Twitter,Text,9884,135,17,9.39305914683211,Wednesday,Desktop,9.377416674911027
390,25-34,Male,California,Fashion,13,Food,Instagram,Video,2706,62,47,19.476628907956847,Sunday,Tablet,6.947186767218193
391,18-24,Male,California,Travel,4,Travel,Instagram,Video,8450,340,1,51.12251871378618,Thursday,Tablet,7.717265958819174
392,55+,Male,Texas,Food,26,Sports,Instagram,Image,4881,398,31,6.250393176524453,Sunday,Tablet,3.8041456562400606
393,55+,Female,Florida,Travel,25,Electronics,Instagram,Video,3413,292,7,59.510068328974654,Saturday,Desktop,8.610881700496082
394,18-24,Female,Florida,Food,30,Travel,Google,Image,7863,149,21,32.91917103673209,Thursday,Mobile,3.3364295533763064
395,55+,Male,Illinois,Technology,11,Fashion,Twitter,Image,6039,410,5,59.10589889405855,Wednesday,Desktop,1.0147938140120472
396,55+,Male,Illinois,Fashion,7,Fashion,Facebook,Video,2395,399,11,56.40078890307267,Friday,Mobile,4.3877346626862455
397,55+,Male,New York,Food,31,Electronics,Twitter,Text,5785,106,46,27.71600913844409,Tuesday,Tablet,6.136853328631661
398,35-44,Female,California,Sports,44,Sports,Google,Video,1796,14,39,12.710973401715597,Friday,Tablet,5.3083437216897025
399,45-54,Female,Illinois,Sports,10,Travel,Instagram,Video,2046,66,35,10.728201817343168,Friday,Tablet,8.758685283189372
400,25-34,Female,Florida,Food,39,Food,Google,Image,2883,421,14,15.159372468327494,Wednesday,Tablet,1.9486475736055024
401,35-44,Female,Texas,Food,13,Electronics,Twitter,Video,3744,343,27,42.8978257933077,Sunday,Tablet,5.98441096570353
402,55+,Female,Florida,Food,31,Sports,Facebook,Image,5341,78,48,17.104049689157783,Thursday,Mobile,5.616814148388167
403,18-24,Female,California,Sports,7,Food,Google,Text,6520,127,44,21.1440909066536,Friday,Mobile,3.532536839549467
404,55+,Female,Florida,Sports,49,Fashion,Facebook,Text,7657,385,17,27.477949435682273,Thursday,Tablet,8.400053013193094
405,45-54,Female,New York,Food,42,Fashion,Google,Text,2745,68,1,54.88072814486593,Monday,Desktop,7.775637902939857
406,55+,Female,California,Travel,42,Food,Facebook,Video,6689,42,12,12.17421165520592,Saturday,Desktop,7.595732685986479
407,18-24,Male,Texas,Travel,36,Electronics,Facebook,Image,6453,327,44,1.2965666039783836,Sunday,Tablet,8.885732304426003
408,45-54,Male,New York,Technology,20,Fashion,Instagram,Text,2032,59,14,4.545688212312038,Thursday,Mobile,7.505061405593691
409,55+,Male,California,Fashion,4,Travel,Facebook,Image,1857,377,19,54.381214159126955,Tuesday,Desktop,3.086571625432538
410,45-54,Male,Texas,Travel,7,Food,Instagram,Image,5185,498,28,39.20347142575842,Saturday,Desktop,7.3500644048472195
411,25-34,Female,New York,Sports,1,Food,Twitter,Text,5737,28,41,17.109396540340597,Tuesday,Desktop,3.7693253205085946
412,25-34,Female,New York,Travel,44,Fashion,Twitter,Text,1216,223,28,11.454357559660275,Friday,Tablet,3.179571853127235
413,55+,Male,California,Technology,45,Electronics,Instagram,Image,592,206,2,18.361737461589748,Saturday,Desktop,1.657032336096646
414,45-54,Female,Illinois,Technology,42,Travel,Instagram,Text,8911,388,18,7.773018707825526,Thursday,Desktop,7.69625722312909
415,18-24,Male,New York,Fashion,47,Electronics,Google,Image,7988,459,2,56.550441706782024,Saturday,Desktop,7.3990086575483005
416,55+,Female,New York,Travel,13,Sports,Google,Image,6574,487,13,47.268164287550746,Friday,Desktop,3.1104952990668435
417,25-34,Male,Texas,Sports,22,Sports,Google,Text,9838,56,39,28.281079437839903,Wednesday,Mobile,7.744411150517403
418,25-34,Female,Florida,Sports,21,Fashion,Twitter,Video,5058,176,3,52.03279370179691,Sunday,Tablet,9.260567947841977
419,55+,Female,California,Food,22,Fashion,Google,Text,9897,461,10,15.718034053300705,Tuesday,Tablet,1.9722606174242134
420,45-54,Male,California,Sports,28,Fashion,Facebook,Video,9567,298,30,43.310113539859415,Friday,Mobile,3.0937297454809745
421,25-34,Female,Illinois,Fashion,9,Sports,Facebook,Image,2843,150,42,51.51181744181086,Wednesday,Mobile,7.75234714678584
422,45-54,Male,Illinois,Fashion,26,Electronics,Google,Image,7966,93,31,22.049353985773084,Saturday,Tablet,3.4705600615637042
423,25-34,Male,California,Sports,9,Electronics,Facebook,Video,7260,191,26,45.69040228159234,Saturday,Desktop,6.621975768553451
424,25-34,Male,Illinois,Sports,15,Fashion,Twitter,Image,5551,400,29,18.409268606594253,Friday,Desktop,1.7304780201734307
425,35-44,Male,Texas,Food,10,Travel,Facebook,Video,5358,88,42,18.632570980282818,Thursday,Tablet,5.069822311931849
426,25-34,Female,California,Sports,24,Electronics,Twitter,Video,8648,224,1,7.316373534696978,Saturday,Desktop,7.651822797936577
427,18-24,Female,Illinois,Food,42,Sports,Instagram,Image,7286,23,48,26.963424744054524,Thursday,Mobile,7.178625487389272
428,55+,Female,California,Food,8,Food,Instagram,Video,6202,224,8,44.05300248334791,Thursday,Desktop,8.335648906082262
429,55+,Male,Florida,Sports,24,Food,Instagram,Text,9161,412,27,56.47302752870581,Sunday,Desktop,8.89706913942852
430,45-54,Female,New York,Technology,16,Food,Instagram,Text,9177,137,30,36.62402252381667,Thursday,Desktop,7.958651511328824
431,25-34,Male,California,Technology,49,Travel,Facebook,Image,9575,319,33,51.9249967264086,Monday,Tablet,7.044289686450334
432,18-24,Female,New York,Food,26,Fashion,Google,Image,719,486,14,49.527184308123395,Sunday,Mobile,1.2855024263442805
433,45-54,Female,Illinois,Sports,27,Sports,Facebook,Video,982,257,47,11.22724012554157,Wednesday,Desktop,5.814700060684997
434,35-44,Female,New York,Technology,37,Travel,Twitter,Video,9088,413,24,29.663228305845255,Wednesday,Tablet,1.339279524233675
435,45-54,Male,California,Sports,4,Sports,Facebook,Video,3742,38,35,7.8984885959980975,Saturday,Desktop,8.272610354044204
436,45-54,Female,Florida,Sports,50,Sports,Facebook,Video,1396,289,7,41.24703653213646,Saturday,Mobile,3.886520720139618
437,25-34,Female,Illinois,Sports,24,Fashion,Twitter,Text,8536,347,8,57.044080426518484,Thursday,Desktop,6.061864367061288
